w(cm-1), IM(w)_xx, IM(w)_yy, IM(w)_zz, IM(w)_xy, IM(w)_xz, IM(w)_yz
623.949374549, 1.60943996153e-05, 2.09017459294e-05, 8.87068280985e-06, 0.0, 0.0, 0.0
624.177843745, 1.6139490323e-05, 2.09662656371e-05, 8.86565003164e-06, 0.0, 0.0, 0.0
624.406312941, 1.6185242596e-05, 2.1031654548e-05, 8.86065231438e-06, 0.0, 0.0, 0.0
624.634782137, 1.62316655905e-05, 2.10979253986e-05, 8.85568967583e-06, 0.0, 0.0, 0.0
624.863251333, 1.62787686354e-05, 2.11650911686e-05, 8.8507621343e-06, 0.0, 0.0, 0.0
625.09172053, 1.63265612361e-05, 2.12331650867e-05, 8.84586970864e-06, 0.0, 0.0, 0.0
625.320189726, 1.63750530784e-05, 2.13021606357e-05, 8.84101241829e-06, 0.0, 0.0, 0.0
625.548658922, 1.64242540325e-05, 2.13720915591e-05, 8.8361902832e-06, 0.0, 0.0, 0.0
625.777128118, 1.64741741573e-05, 2.14429718667e-05, 8.83140332391e-06, 0.0, 0.0, 0.0
626.005597314, 1.65248237045e-05, 2.15148158408e-05, 8.82665156152e-06, 0.0, 0.0, 0.0
626.23406651, 1.65762131231e-05, 2.15876380427e-05, 8.82193501767e-06, 0.0, 0.0, 0.0
626.462535706, 1.66283530638e-05, 2.16614533191e-05, 8.81725371459e-06, 0.0, 0.0, 0.0
626.691004902, 1.66812543837e-05, 2.1736276809e-05, 8.81260767506e-06, 0.0, 0.0, 0.0
626.919474098, 1.6734928151e-05, 2.18121239503e-05, 8.80799692243e-06, 0.0, 0.0, 0.0
627.147943294, 1.67893856498e-05, 2.1889010487e-05, 8.80342148064e-06, 0.0, 0.0, 0.0
627.376412491, 1.68446383852e-05, 2.19669524767e-05, 8.79888137417e-06, 0.0, 0.0, 0.0
627.604881687, 1.69006980885e-05, 2.20459662978e-05, 8.79437662811e-06, 0.0, 0.0, 0.0
627.833350883, 1.69575767223e-05, 2.21260686572e-05, 8.78990726811e-06, 0.0, 0.0, 0.0
628.061820079, 1.70152864859e-05, 2.22072765985e-05, 8.78547332039e-06, 0.0, 0.0, 0.0
628.290289275, 1.70738398211e-05, 2.22896075097e-05, 8.78107481177e-06, 0.0, 0.0, 0.0
628.518758471, 1.71332494177e-05, 2.23730791319e-05, 8.77671176965e-06, 0.0, 0.0, 0.0
628.747227667, 1.71935282196e-05, 2.24577095678e-05, 8.772384222e-06, 0.0, 0.0, 0.0
628.975696863, 1.72546894306e-05, 2.25435172904e-05, 8.76809219741e-06, 0.0, 0.0, 0.0
629.204166059, 1.73167465206e-05, 2.26305211525e-05, 8.76383572503e-06, 0.0, 0.0, 0.0
629.432635255, 1.73797132325e-05, 2.27187403954e-05, 8.75961483462e-06, 0.0, 0.0, 0.0
629.661104452, 1.7443603588e-05, 2.28081946591e-05, 8.75542955654e-06, 0.0, 0.0, 0.0
629.889573648, 1.75084318949e-05, 2.28989039921e-05, 8.75127992174e-06, 0.0, 0.0, 0.0
630.118042844, 1.7574212754e-05, 2.29908888615e-05, 8.74716596175e-06, 0.0, 0.0, 0.0
630.34651204, 1.76409610658e-05, 2.30841701633e-05, 8.74308770876e-06, 0.0, 0.0, 0.0
630.574981236, 1.77086920386e-05, 2.31787692335e-05, 8.7390451955e-06, 0.0, 0.0, 0.0
630.803450432, 1.77774211953e-05, 2.32747078594e-05, 8.73503845536e-06, 0.0, 0.0, 0.0
631.031919628, 1.78471643817e-05, 2.33720082905e-05, 8.73106752231e-06, 0.0, 0.0, 0.0
631.260388824, 1.79179377743e-05, 2.34706932505e-05, 8.72713243094e-06, 0.0, 0.0, 0.0
631.48885802, 1.79897578885e-05, 2.357078595e-05, 8.72323321647e-06, 0.0, 0.0, 0.0
631.717327216, 1.80626415872e-05, 2.36723100979e-05, 8.71936991472e-06, 0.0, 0.0, 0.0
631.945796413, 1.81366060895e-05, 2.37752899156e-05, 8.71554256214e-06, 0.0, 0.0, 0.0
632.174265609, 1.82116689794e-05, 2.3879750149e-05, 8.71175119581e-06, 0.0, 0.0, 0.0
632.402734805, 1.82878482157e-05, 2.39857160831e-05, 8.70799585342e-06, 0.0, 0.0, 0.0
632.631204001, 1.83651621408e-05, 2.40932135559e-05, 8.70427657331e-06, 0.0, 0.0, 0.0
632.859673197, 1.84436294911e-05, 2.42022689724e-05, 8.70059339444e-06, 0.0, 0.0, 0.0
633.088142393, 1.85232694065e-05, 2.43129093205e-05, 8.6969463564e-06, 0.0, 0.0, 0.0
633.316611589, 1.86041014415e-05, 2.44251621856e-05, 8.69333549944e-06, 0.0, 0.0, 0.0
633.545080785, 1.86861455755e-05, 2.4539055767e-05, 8.68976086442e-06, 0.0, 0.0, 0.0
633.773549981, 1.87694222236e-05, 2.4654618894e-05, 8.68622249286e-06, 0.0, 0.0, 0.0
634.002019177, 1.88539522488e-05, 2.47718810434e-05, 8.68272042694e-06, 0.0, 0.0, 0.0
634.230488374, 1.89397569729e-05, 2.48908723561e-05, 8.67925470947e-06, 0.0, 0.0, 0.0
634.45895757, 1.90268581889e-05, 2.5011623656e-05, 8.67582538392e-06, 0.0, 0.0, 0.0
634.687426766, 1.91152781739e-05, 2.51341664681e-05, 8.67243249442e-06, 0.0, 0.0, 0.0
634.915895962, 1.92050397012e-05, 2.52585330377e-05, 8.66907608574e-06, 0.0, 0.0, 0.0
635.144365158, 1.92961660539e-05, 2.53847563503e-05, 8.66575620334e-06, 0.0, 0.0, 0.0
635.372834354, 1.9388681039e-05, 2.55128701522e-05, 8.66247289333e-06, 0.0, 0.0, 0.0
635.60130355, 1.94826090005e-05, 2.56429089712e-05, 8.65922620247e-06, 0.0, 0.0, 0.0
635.829772746, 1.95779748351e-05, 2.57749081389e-05, 8.65601617823e-06, 0.0, 0.0, 0.0
636.058241942, 1.96748040064e-05, 2.59089038126e-05, 8.65284286874e-06, 0.0, 0.0, 0.0
636.286711138, 1.97731225606e-05, 2.60449329993e-05, 8.64970632278e-06, 0.0, 0.0, 0.0
636.515180335, 1.98729571426e-05, 2.61830335788e-05, 8.64660658985e-06, 0.0, 0.0, 0.0
636.743649531, 1.99743350125e-05, 2.63232443294e-05, 8.64354372012e-06, 0.0, 0.0, 0.0
636.972118727, 2.00772840625e-05, 2.64656049528e-05, 8.64051776444e-06, 0.0, 0.0, 0.0
637.200587923, 2.01818328345e-05, 2.66101561012e-05, 8.63752877435e-06, 0.0, 0.0, 0.0
637.429057119, 2.02880105384e-05, 2.67569394039e-05, 8.63457680211e-06, 0.0, 0.0, 0.0
637.657526315, 2.03958470708e-05, 2.69059974966e-05, 8.63166190066e-06, 0.0, 0.0, 0.0
637.885995511, 2.05053730343e-05, 2.70573740499e-05, 8.62878412363e-06, 0.0, 0.0, 0.0
638.114464707, 2.06166197575e-05, 2.72111137997e-05, 8.62594352537e-06, 0.0, 0.0, 0.0
638.342933903, 2.07296193157e-05, 2.73672625787e-05, 8.62314016094e-06, 0.0, 0.0, 0.0
638.571403099, 2.08444045526e-05, 2.75258673486e-05, 8.62037408611e-06, 0.0, 0.0, 0.0
638.799872296, 2.09610091018e-05, 2.76869762338e-05, 8.61764535736e-06, 0.0, 0.0, 0.0
639.028341492, 2.107946741e-05, 2.78506385558e-05, 8.6149540319e-06, 0.0, 0.0, 0.0
639.256810688, 2.11998147607e-05, 2.80169048692e-05, 8.61230016765e-06, 0.0, 0.0, 0.0
639.485279884, 2.13220872983e-05, 2.81858269988e-05, 8.60968382328e-06, 0.0, 0.0, 0.0
639.71374908, 2.14463220536e-05, 2.83574580782e-05, 8.60710505816e-06, 0.0, 0.0, 0.0
639.942218276, 2.15725569697e-05, 2.85318525893e-05, 8.60456393242e-06, 0.0, 0.0, 0.0
640.170687472, 2.17008309292e-05, 2.87090664038e-05, 8.60206050691e-06, 0.0, 0.0, 0.0
640.399156668, 2.18311837823e-05, 2.88891568257e-05, 8.59959484325e-06, 0.0, 0.0, 0.0
640.627625864, 2.19636563751e-05, 2.90721826358e-05, 8.59716700377e-06, 0.0, 0.0, 0.0
640.856095061, 2.20982905804e-05, 2.92582041374e-05, 8.59477705159e-06, 0.0, 0.0, 0.0
641.084564257, 2.22351293281e-05, 2.94472832037e-05, 8.59242505054e-06, 0.0, 0.0, 0.0
641.313033453, 2.23742166376e-05, 2.96394833272e-05, 8.59011106525e-06, 0.0, 0.0, 0.0
641.541502649, 2.25155976506e-05, 2.98348696707e-05, 8.58783516109e-06, 0.0, 0.0, 0.0
641.769971845, 2.26593186664e-05, 3.00335091204e-05, 8.5855974042e-06, 0.0, 0.0, 0.0
641.998441041, 2.28054271765e-05, 3.02354703407e-05, 8.5833978615e-06, 0.0, 0.0, 0.0
642.226910237, 2.29539719027e-05, 3.04408238311e-05, 8.58123660067e-06, 0.0, 0.0, 0.0
642.455379433, 2.31050028342e-05, 3.06496419855e-05, 8.57911369019e-06, 0.0, 0.0, 0.0
642.683848629, 2.32585712685e-05, 3.08619991534e-05, 8.5770291993e-06, 0.0, 0.0, 0.0
642.912317825, 2.34147298517e-05, 3.10779717038e-05, 8.57498319805e-06, 0.0, 0.0, 0.0
643.140787022, 2.35735326215e-05, 3.12976380911e-05, 8.57297575727e-06, 0.0, 0.0, 0.0
643.369256218, 2.37350350515e-05, 3.15210789238e-05, 8.57100694859e-06, 0.0, 0.0, 0.0
643.597725414, 2.38992940972e-05, 3.17483770358e-05, 8.56907684444e-06, 0.0, 0.0, 0.0
643.82619461, 2.40663682435e-05, 3.19796175607e-05, 8.56718551806e-06, 0.0, 0.0, 0.0
644.054663806, 2.4236317554e-05, 3.22148880084e-05, 8.5653330435e-06, 0.0, 0.0, 0.0
644.283133002, 2.4409203723e-05, 3.24542783453e-05, 8.56351949562e-06, 0.0, 0.0, 0.0
644.511602198, 2.45850901277e-05, 3.26978810776e-05, 8.56174495011e-06, 0.0, 0.0, 0.0
644.740071394, 2.47640418845e-05, 3.29457913374e-05, 8.56000948348e-06, 0.0, 0.0, 0.0
644.96854059, 2.49461259061e-05, 3.3198106973e-05, 8.55831317307e-06, 0.0, 0.0, 0.0
645.197009786, 2.5131410961e-05, 3.34549286418e-05, 8.55665609705e-06, 0.0, 0.0, 0.0
645.425478983, 2.53199677358e-05, 3.37163599085e-05, 8.55503833443e-06, 0.0, 0.0, 0.0
645.653948179, 2.55118688993e-05, 3.39825073456e-05, 8.55345996507e-06, 0.0, 0.0, 0.0
645.882417375, 2.57071891701e-05, 3.4253480639e-05, 8.55192106967e-06, 0.0, 0.0, 0.0
646.110886571, 2.59060053854e-05, 3.45293926979e-05, 8.5504217298e-06, 0.0, 0.0, 0.0
646.339355767, 2.61083965743e-05, 3.48103597688e-05, 8.54896202787e-06, 0.0, 0.0, 0.0
646.567824963, 2.63144440322e-05, 3.50965015547e-05, 8.54754204716e-06, 0.0, 0.0, 0.0
646.796294159, 2.65242314001e-05, 3.5387941339e-05, 8.54616187183e-06, 0.0, 0.0, 0.0
647.024763355, 2.67378447453e-05, 3.56848061146e-05, 8.54482158691e-06, 0.0, 0.0, 0.0
647.253232551, 2.69553726468e-05, 3.5987226719e-05, 8.5435212783e-06, 0.0, 0.0, 0.0
647.481701747, 2.71769062835e-05, 3.62953379741e-05, 8.5422610328e-06, 0.0, 0.0, 0.0
647.710170944, 2.7402539526e-05, 3.66092788332e-05, 8.54104093808e-06, 0.0, 0.0, 0.0
647.93864014, 2.76323690328e-05, 3.69291925333e-05, 8.53986108273e-06, 0.0, 0.0, 0.0
648.167109336, 2.78664943497e-05, 3.72552267548e-05, 8.53872155622e-06, 0.0, 0.0, 0.0
648.395578532, 2.81050180141e-05, 3.75875337879e-05, 8.53762244894e-06, 0.0, 0.0, 0.0
648.624047728, 2.83480456632e-05, 3.79262707059e-05, 8.53656385219e-06, 0.0, 0.0, 0.0
648.852516924, 2.85956861472e-05, 3.82715995468e-05, 8.5355458582e-06, 0.0, 0.0, 0.0
649.08098612, 2.8848051647e-05, 3.86236875027e-05, 8.53456856008e-06, 0.0, 0.0, 0.0
649.309455316, 2.91052577973e-05, 3.89827071175e-05, 8.53363205193e-06, 0.0, 0.0, 0.0
649.537924512, 2.93674238146e-05, 3.93488364941e-05, 8.53273642875e-06, 0.0, 0.0, 0.0
649.766393708, 2.96346726312e-05, 3.972225951e-05, 8.53188178647e-06, 0.0, 0.0, 0.0
649.994862905, 2.9907131035e-05, 4.01031660439e-05, 8.531068222e-06, 0.0, 0.0, 0.0
650.223332101, 3.01849298151e-05, 4.0491752212e-05, 8.53029583318e-06, 0.0, 0.0, 0.0
650.451801297, 3.04682039145e-05, 4.0888220615e-05, 8.52956471882e-06, 0.0, 0.0, 0.0
650.680270493, 3.0757092589e-05, 4.12927805978e-05, 8.52887497869e-06, 0.0, 0.0, 0.0
650.908739689, 3.10517395736e-05, 4.17056485198e-05, 8.52822671353e-06, 0.0, 0.0, 0.0
651.137208885, 3.13522932564e-05, 4.2127048039e-05, 8.52762002507e-06, 0.0, 0.0, 0.0
651.365678081, 3.16589068604e-05, 4.25572104097e-05, 8.527055016e-06, 0.0, 0.0, 0.0
651.594147277, 3.19717386336e-05, 4.29963747933e-05, 8.52653179001e-06, 0.0, 0.0, 0.0
651.822616473, 3.22909520478e-05, 4.34447885856e-05, 8.52605045181e-06, 0.0, 0.0, 0.0
652.051085669, 3.2616716007e-05, 4.39027077589e-05, 8.52561110707e-06, 0.0, 0.0, 0.0
652.279554866, 3.29492050649e-05, 4.4370397221e-05, 8.52521386251e-06, 0.0, 0.0, 0.0
652.508024062, 3.32885996534e-05, 4.4848131192e-05, 8.52485882584e-06, 0.0, 0.0, 0.0
652.736493258, 3.36350863215e-05, 4.53361936003e-05, 8.52454610581e-06, 0.0, 0.0, 0.0
652.964962454, 3.39888579854e-05, 4.58348784969e-05, 8.52427581217e-06, 0.0, 0.0, 0.0
653.19343165, 3.43501141914e-05, 4.63444904923e-05, 8.52404805574e-06, 0.0, 0.0, 0.0
653.421900846, 3.47190613906e-05, 4.68653452139e-05, 8.52386294837e-06, 0.0, 0.0, 0.0
653.650370042, 3.50959132274e-05, 4.7397769788e-05, 8.52372060295e-06, 0.0, 0.0, 0.0
653.878839238, 3.54808908427e-05, 4.79421033456e-05, 8.52362113344e-06, 0.0, 0.0, 0.0
654.107308434, 3.5874223191e-05, 4.84986975551e-05, 8.52356465486e-06, 0.0, 0.0, 0.0
654.33577763, 3.62761473741e-05, 4.90679171822e-05, 8.5235512833e-06, 0.0, 0.0, 0.0
654.564246827, 3.66869089912e-05, 4.96501406792e-05, 8.52358113593e-06, 0.0, 0.0, 0.0
654.792716023, 3.71067625069e-05, 5.02457608062e-05, 8.52365433099e-06, 0.0, 0.0, 0.0
655.021185219, 3.75359716376e-05, 5.08551852846e-05, 8.52377098785e-06, 0.0, 0.0, 0.0
655.249654415, 3.79748097581e-05, 5.14788374859e-05, 8.52393122693e-06, 0.0, 0.0, 0.0
655.478123611, 3.84235603286e-05, 5.21171571579e-05, 8.5241351698e-06, 0.0, 0.0, 0.0
655.706592807, 3.88825173447e-05, 5.27706011906e-05, 8.52438293912e-06, 0.0, 0.0, 0.0
655.935062003, 3.935198581e-05, 5.3439644424e-05, 8.52467465869e-06, 0.0, 0.0, 0.0
656.163531199, 3.98322822348e-05, 5.41247805007e-05, 8.52501045342e-06, 0.0, 0.0, 0.0
656.392000395, 4.03237351602e-05, 5.48265227662e-05, 8.52539044937e-06, 0.0, 0.0, 0.0
656.620469591, 4.08266857109e-05, 5.55454052196e-05, 8.52581477376e-06, 0.0, 0.0, 0.0
656.848938788, 4.1341488178e-05, 5.62819835186e-05, 8.52628355493e-06, 0.0, 0.0, 0.0
657.077407984, 4.18685106328e-05, 5.70368360421e-05, 8.52679692241e-06, 0.0, 0.0, 0.0
657.30587718, 4.2408135575e-05, 5.78105650133e-05, 8.52735500689e-06, 0.0, 0.0, 0.0
657.534346376, 4.29607606161e-05, 5.8603797689e-05, 8.52795794024e-06, 0.0, 0.0, 0.0
657.762815572, 4.35267992018e-05, 5.94171876184e-05, 8.52860585551e-06, 0.0, 0.0, 0.0
657.991284768, 4.41066813737e-05, 6.0251415976e-05, 8.52929888694e-06, 0.0, 0.0, 0.0
658.219753964, 4.4700854575e-05, 6.11071929741e-05, 8.53003717001e-06, 0.0, 0.0, 0.0
658.44822316, 4.53097845023e-05, 6.1985259361e-05, 8.53082084135e-06, 0.0, 0.0, 0.0
658.676692356, 4.59339560055e-05, 6.28863880088e-05, 8.53165003887e-06, 0.0, 0.0, 0.0
658.905161552, 4.65738740409e-05, 6.38113855993e-05, 8.53252490166e-06, 0.0, 0.0, 0.0
659.133630749, 4.72300646795e-05, 6.47610944141e-05, 8.53344557009e-06, 0.0, 0.0, 0.0
659.362099945, 4.79030761749e-05, 6.57363942351e-05, 8.53441218573e-06, 0.0, 0.0, 0.0
659.590569141, 4.85934800945e-05, 6.6738204366e-05, 8.53542489146e-06, 0.0, 0.0, 0.0
659.819038337, 4.93018725193e-05, 6.77674857806e-05, 8.53648383137e-06, 0.0, 0.0, 0.0
660.047507533, 5.00288753154e-05, 6.88252434091e-05, 8.53758915085e-06, 0.0, 0.0, 0.0
660.275976729, 5.07751374836e-05, 6.99125285725e-05, 8.53874099658e-06, 0.0, 0.0, 0.0
660.504445925, 5.15413365923e-05, 7.10304415749e-05, 8.53993951651e-06, 0.0, 0.0, 0.0
660.732915121, 5.23281802985e-05, 7.21801344664e-05, 8.54118485991e-06, 0.0, 0.0, 0.0
660.961384317, 5.31364079655e-05, 7.33628139906e-05, 8.54247717735e-06, 0.0, 0.0, 0.0
661.189853513, 5.39667923816e-05, 7.45797447278e-05, 8.54381662071e-06, 0.0, 0.0, 0.0
661.41832271, 5.48201415894e-05, 7.58322524529e-05, 8.54520334323e-06, 0.0, 0.0, 0.0
661.646791906, 5.56973008321e-05, 7.71217277213e-05, 8.54663749945e-06, 0.0, 0.0, 0.0
661.875261102, 5.65991546275e-05, 7.84496297032e-05, 8.54811924529e-06, 0.0, 0.0, 0.0
662.103730298, 5.75266289765e-05, 7.9817490285e-05, 8.54964873802e-06, 0.0, 0.0, 0.0
662.332199494, 5.84806937191e-05, 8.12269184588e-05, 8.55122613627e-06, 0.0, 0.0, 0.0
662.56066869, 5.94623650472e-05, 8.26796050253e-05, 8.55285160006e-06, 0.0, 0.0, 0.0
662.789137886, 6.04727081878e-05, 8.41773276331e-05, 8.55452529079e-06, 0.0, 0.0, 0.0
663.017607082, 6.15128402678e-05, 8.57219561852e-05, 8.55624737126e-06, 0.0, 0.0, 0.0
663.246076278, 6.25839333772e-05, 8.73154586409e-05, 8.5580180057e-06, 0.0, 0.0, 0.0
663.474545474, 6.36872178441e-05, 8.89599072483e-05, 8.55983735973e-06, 0.0, 0.0, 0.0
663.703014671, 6.4823985741e-05, 9.06574852434e-05, 8.56170560043e-06, 0.0, 0.0, 0.0
663.931483867, 6.59955946378e-05, 9.24104940569e-05, 8.56362289629e-06, 0.0, 0.0, 0.0
664.159953063, 6.72034716255e-05, 9.42213610714e-05, 8.56558941728e-06, 0.0, 0.0, 0.0
664.388422259, 6.84491176296e-05, 9.60926479806e-05, 8.56760533483e-06, 0.0, 0.0, 0.0
664.616891455, 6.97341120398e-05, 9.80270598007e-05, 8.56967082182e-06, 0.0, 0.0, 0.0
664.845360651, 7.10601176811e-05, 0.000100027454596, 8.57178605265e-06, 0.0, 0.0, 0.0
665.073829847, 7.24288861568e-05, 0.000102096853983, 8.5739512032e-06, 0.0, 0.0, 0.0
665.302299043, 7.38422635938e-05, 0.000104238454481, 8.57616645085e-06, 0.0, 0.0, 0.0
665.530768239, 7.53021968274e-05, 0.000106455639802, 8.57843197453e-06, 0.0, 0.0, 0.0
665.759237435, 7.68107400616e-05, 0.000108751994143, 8.58074795466e-06, 0.0, 0.0, 0.0
665.987706632, 7.83700620502e-05, 0.00011113131661, 8.58311457324e-06, 0.0, 0.0, 0.0
666.216175828, 7.99824538435e-05, 0.000113597636852, 8.5855320138e-06, 0.0, 0.0, 0.0
666.444645024, 8.16503371525e-05, 0.000116155232044, 8.58800046145e-06, 0.0, 0.0, 0.0
666.67311422, 8.33762733883e-05, 0.00011880864535, 8.59052010289e-06, 0.0, 0.0, 0.0
666.901583416, 8.51629734392e-05, 0.000121562705999, 8.59309112639e-06, 0.0, 0.0, 0.0
667.130052612, 8.70133082544e-05, 0.000124422551168, 8.59571372183e-06, 0.0, 0.0, 0.0
667.358521808, 8.89303203124e-05, 0.000127393649823, 8.59838808071e-06, 0.0, 0.0, 0.0
667.586991004, 9.09172360583e-05, 0.000130481828755, 8.60111439616e-06, 0.0, 0.0, 0.0
667.8154602, 9.29774794063e-05, 0.000133693301019, 8.60389286295e-06, 0.0, 0.0, 0.0
668.043929396, 9.5114686411e-05, 0.000137034697048, 8.60672367752e-06, 0.0, 0.0, 0.0
668.272398593, 9.73327212254e-05, 0.000140513098727, 8.60960703794e-06, 0.0, 0.0, 0.0
668.500867789, 9.96356934771e-05, 0.000144136076755, 8.61254314399e-06, 0.0, 0.0, 0.0
668.729336985, 0.000102027977206, 0.000147911731656, 8.61553219714e-06, 0.0, 0.0, 0.0
668.957806181, 0.000104514231528, 0.000151848738867, 8.61857440057e-06, 0.0, 0.0, 0.0
669.186275377, 0.000107099423207, 0.000155956398357, 8.62166995918e-06, 0.0, 0.0, 0.0
669.414744573, 0.000109788851335, 0.000160244689303, 8.62481907958e-06, 0.0, 0.0, 0.0
669.643213769, 0.000112588174355, 0.000164724330441, 8.62802197017e-06, 0.0, 0.0, 0.0
669.871682965, 0.000115503439677, 0.000169406846753, 8.63127884108e-06, 0.0, 0.0, 0.0
670.100152161, 0.000118541116185, 0.000174304643264, 8.63458990424e-06, 0.0, 0.0, 0.0
670.328621357, 0.000121708129941, 0.000179431086841, 8.63795537334e-06, 0.0, 0.0, 0.0
670.557090554, 0.000125011903485, 0.000184800596988, 8.64137546392e-06, 0.0, 0.0, 0.0
670.78555975, 0.000128460399108, 0.000190428746783, 8.64485039329e-06, 0.0, 0.0, 0.0
671.014028946, 0.000132062166605, 0.000196332375283, 8.64838038063e-06, 0.0, 0.0, 0.0
671.242498142, 0.00013582639601, 0.000202529712894, 8.65196564696e-06, 0.0, 0.0, 0.0
671.470967338, 0.000139762975943, 0.000209040521455, 8.65560641515e-06, 0.0, 0.0, 0.0
671.699436534, 0.000143882558236, 0.000215886251029, 8.65930290998e-06, 0.0, 0.0, 0.0
671.92790573, 0.000148196629649, 0.000223090215717, 8.66305535808e-06, 0.0, 0.0, 0.0
672.156374926, 0.000152717591555, 0.000230677791189, 8.66686398804e-06, 0.0, 0.0, 0.0
672.384844122, 0.000157458848625, 0.000238676637017, 8.67072903034e-06, 0.0, 0.0, 0.0
672.613313318, 0.000162434907713, 0.000247116947465, 8.67465071742e-06, 0.0, 0.0, 0.0
672.841782515, 0.000167661488266, 0.00025603173494, 8.67862928367e-06, 0.0, 0.0, 0.0
673.070251711, 0.000173155645854, 0.000265457151063, 8.68266496544e-06, 0.0, 0.0, 0.0
673.298720907, 0.000178935910603, 0.00027543285116, 8.6867580011e-06, 0.0, 0.0, 0.0
673.527190103, 0.000185022442637, 0.000286002409003, 8.690908631e-06, 0.0, 0.0, 0.0
673.755659299, 0.000191437206944, 0.000297213789873, 8.69511709754e-06, 0.0, 0.0, 0.0
673.984128495, 0.00019820417049, 0.000309119891462, 8.69938364512e-06, 0.0, 0.0, 0.0
674.212597691, 0.000205349524875, 0.000321779163969, 8.70370852024e-06, 0.0, 0.0, 0.0
674.441066887, 0.000212901938368, 0.000335256322879, 8.70809197145e-06, 0.0, 0.0, 0.0
674.669536083, 0.000220892841836, 0.000349623170564, 8.71253424938e-06, 0.0, 0.0, 0.0
674.898005279, 0.000229356753872, 0.000364959546064, 8.7170356068e-06, 0.0, 0.0, 0.0
675.126474476, 0.000238331651354, 0.000381354426373, 8.72159629858e-06, 0.0, 0.0, 0.0
675.354943672, 0.000247859392848, 0.000398907207405, 8.72621658176e-06, 0.0, 0.0, 0.0
675.583412868, 0.000257986203608, 0.000417729198841, 8.7308967155e-06, 0.0, 0.0, 0.0
675.811882064, 0.000268763232622, 0.000437945374551, 8.73563696119e-06, 0.0, 0.0, 0.0
676.04035126, 0.000280247194153, 0.000459696429585, 8.74043758239e-06, 0.0, 0.0, 0.0
676.268820456, 0.000292501108731, 0.000483141206491, 8.74529884488e-06, 0.0, 0.0, 0.0
676.497289652, 0.00030559516155, 0.000508459568419, 8.75022101668e-06, 0.0, 0.0, 0.0
676.725758848, 0.000319607699965, 0.000535855815225, 8.75520436808e-06, 0.0, 0.0, 0.0
676.954228044, 0.000334626396394, 0.000565562762611, 8.76024917161e-06, 0.0, 0.0, 0.0
677.18269724, 0.000350749608618, 0.000597846634899, 8.76535570213e-06, 0.0, 0.0, 0.0
677.411166437, 0.000368087976612, 0.000633012961484, 8.77052423679e-06, 0.0, 0.0, 0.0
677.639635633, 0.000386766303933, 0.000671413718138, 8.77575505509e-06, 0.0, 0.0, 0.0
677.868104829, 0.000406925782926, 0.000713456021228, 8.78104843887e-06, 0.0, 0.0, 0.0
678.096574025, 0.000428726637199, 0.00075961277086, 8.78640467236e-06, 0.0, 0.0, 0.0
678.325043221, 0.000452351272873, 0.000810435755594, 8.79182404217e-06, 0.0, 0.0, 0.0
678.553512417, 0.000478008053244, 0.000866571887109, 8.79730683734e-06, 0.0, 0.0, 0.0
678.781981613, 0.000505935841229, 0.000928783443009, 8.80285334932e-06, 0.0, 0.0, 0.0
679.010450809, 0.000536409492531, 0.000997973480842, 8.80846387204e-06, 0.0, 0.0, 0.0
679.238920005, 0.000569746532703, 0.00107521797692, 8.81413870192e-06, 0.0, 0.0, 0.0
679.467389201, 0.000606315317315, 0.00116180678366, 8.81987813784e-06, 0.0, 0.0, 0.0
679.695858398, 0.000646545061682, 0.00125929625414, 8.82568248125e-06, 0.0, 0.0, 0.0
679.924327594, 0.000690938242969, 0.00136957744804, 8.83155203611e-06, 0.0, 0.0, 0.0
680.15279679, 0.000740086033731, 0.00149496535495, 8.83748710895e-06, 0.0, 0.0, 0.0
680.381265986, 0.000794687637671, 0.00163831676742, 8.84348800892e-06, 0.0, 0.0, 0.0
680.609735182, 0.000855574687708, 0.00180318764715, 8.84955504774e-06, 0.0, 0.0, 0.0
680.838204378, 0.000923742265603, 0.00199404557845, 8.8556885398e-06, 0.0, 0.0, 0.0
681.066673574, 0.00100038865843, 0.00221656002474, 8.86188880212e-06, 0.0, 0.0, 0.0
681.29514277, 0.00108696674973, 0.00247800391888, 8.86815615443e-06, 0.0, 0.0, 0.0
681.523611966, 0.00118525105669, 0.0027878167584, 8.87449091915e-06, 0.0, 0.0, 0.0
681.752081162, 0.0012974260268, 0.00315840530068, 8.88089342142e-06, 0.0, 0.0, 0.0
681.980550359, 0.00142620354058, 0.00360629879021, 8.88736398916e-06, 0.0, 0.0, 0.0
682.209019555, 0.00157498100623, 0.00415384050452, 8.89390295306e-06, 0.0, 0.0, 0.0
682.437488751, 0.00174805656762, 0.00483170063651, 8.9005106466e-06, 0.0, 0.0, 0.0
682.665957947, 0.00195092571537, 0.00568265829654, 8.90718740611e-06, 0.0, 0.0, 0.0
682.894427143, 0.0021906954977, 0.00676734826084, 8.91393357075e-06, 0.0, 0.0, 0.0
683.122896339, 0.00247667100957, 0.00817300982681, 8.92074948259e-06, 0.0, 0.0, 0.0
683.351365535, 0.00282119786331, 0.0100266097896, 8.92763548659e-06, 0.0, 0.0, 0.0
683.579834731, 0.00324089034711, 0.0125134808507, 8.93459193064e-06, 0.0, 0.0, 0.0
683.808303927, 0.00375844821699, 0.0158996168774, 8.94161916559e-06, 0.0, 0.0, 0.0
