w(cm-1), IM(w)_xx, IM(w)_yy, IM(w)_zz, IM(w)_xy, IM(w)_xz, IM(w)_yz
893.543025947, 5.69538969662e-06, 9.62313443815e-06, 2.44973877535e-05, 0.0, 0.0, 0.0
893.771495143, 5.69522544073e-06, 9.62550405922e-06, 2.43323623101e-05, 0.0, 0.0, 0.0
893.999964339, 5.69507122165e-06, 9.62789103705e-06, 2.4169100032e-05, 0.0, 0.0, 0.0
894.228433535, 5.69492701779e-06, 9.63029535793e-06, 2.40075756992e-05, 0.0, 0.0, 0.0
894.456902732, 5.69479280774e-06, 9.63271700832e-06, 2.38477645411e-05, 0.0, 0.0, 0.0
894.685371928, 5.69466857019e-06, 9.63515597486e-06, 2.36896422276e-05, 0.0, 0.0, 0.0
894.913841124, 5.69455428401e-06, 9.6376122444e-06, 2.3533184859e-05, 0.0, 0.0, 0.0
895.14231032, 5.69444992817e-06, 9.64008580398e-06, 2.33783689574e-05, 0.0, 0.0, 0.0
895.370779516, 5.6943554818e-06, 9.64257664081e-06, 2.32251714577e-05, 0.0, 0.0, 0.0
895.599248712, 5.69427092415e-06, 9.64508474231e-06, 2.30735696987e-05, 0.0, 0.0, 0.0
895.827717908, 5.69419623462e-06, 9.64761009606e-06, 2.29235414148e-05, 0.0, 0.0, 0.0
896.056187104, 5.69413139271e-06, 9.65015268984e-06, 2.27750647278e-05, 0.0, 0.0, 0.0
896.2846563, 5.6940763781e-06, 9.65271251163e-06, 2.26281181389e-05, 0.0, 0.0, 0.0
896.513125496, 5.69403117057e-06, 9.65528954958e-06, 2.24826805204e-05, 0.0, 0.0, 0.0
896.741594693, 5.69399575004e-06, 9.657883792e-06, 2.23387311086e-05, 0.0, 0.0, 0.0
896.970063889, 5.69397009656e-06, 9.66049522743e-06, 2.21962494959e-05, 0.0, 0.0, 0.0
897.198533085, 5.69395419031e-06, 9.66312384456e-06, 2.20552156238e-05, 0.0, 0.0, 0.0
897.427002281, 5.6939480116e-06, 9.66576963226e-06, 2.19156097755e-05, 0.0, 0.0, 0.0
897.655471477, 5.69395154087e-06, 9.6684325796e-06, 2.17774125689e-05, 0.0, 0.0, 0.0
897.883940673, 5.69396475868e-06, 9.67111267581e-06, 2.16406049502e-05, 0.0, 0.0, 0.0
898.112409869, 5.69398764573e-06, 9.67380991032e-06, 2.15051681868e-05, 0.0, 0.0, 0.0
898.340879065, 5.69402018283e-06, 9.67652427271e-06, 2.13710838611e-05, 0.0, 0.0, 0.0
898.569348261, 5.69406235092e-06, 9.67925575277e-06, 2.12383338642e-05, 0.0, 0.0, 0.0
898.797817457, 5.69411413108e-06, 9.68200434043e-06, 2.11069003892e-05, 0.0, 0.0, 0.0
899.026286654, 5.6941755045e-06, 9.68477002583e-06, 2.09767659261e-05, 0.0, 0.0, 0.0
899.25475585, 5.6942464525e-06, 9.68755279927e-06, 2.08479132549e-05, 0.0, 0.0, 0.0
899.483225046, 5.6943269565e-06, 9.69035265122e-06, 2.07203254405e-05, 0.0, 0.0, 0.0
899.711694242, 5.69441699807e-06, 9.69316957233e-06, 2.05939858269e-05, 0.0, 0.0, 0.0
899.940163438, 5.6945165589e-06, 9.69600355343e-06, 2.04688780315e-05, 0.0, 0.0, 0.0
900.168632634, 5.69462562078e-06, 9.6988545855e-06, 2.03449859401e-05, 0.0, 0.0, 0.0
900.39710183, 5.69474416564e-06, 9.70172265971e-06, 2.02222937012e-05, 0.0, 0.0, 0.0
900.625571026, 5.69487217551e-06, 9.70460776741e-06, 2.01007857214e-05, 0.0, 0.0, 0.0
900.854040222, 5.69500963256e-06, 9.70750990009e-06, 1.99804466597e-05, 0.0, 0.0, 0.0
901.082509418, 5.69515651906e-06, 9.71042904944e-06, 1.98612614234e-05, 0.0, 0.0, 0.0
901.310978615, 5.69531281741e-06, 9.7133652073e-06, 1.97432151626e-05, 0.0, 0.0, 0.0
901.539447811, 5.69547851012e-06, 9.71631836569e-06, 1.96262932659e-05, 0.0, 0.0, 0.0
901.767917007, 5.69565357982e-06, 9.71928851679e-06, 1.95104813558e-05, 0.0, 0.0, 0.0
901.996386203, 5.69583800924e-06, 9.72227565295e-06, 1.93957652841e-05, 0.0, 0.0, 0.0
902.224855399, 5.69603178125e-06, 9.72527976668e-06, 1.92821311276e-05, 0.0, 0.0, 0.0
902.453324595, 5.69623487881e-06, 9.72830085067e-06, 1.91695651838e-05, 0.0, 0.0, 0.0
902.681793791, 5.69644728502e-06, 9.73133889776e-06, 1.90580539666e-05, 0.0, 0.0, 0.0
902.910262987, 5.69666898307e-06, 9.73439390097e-06, 1.89475842025e-05, 0.0, 0.0, 0.0
903.138732183, 5.69689995626e-06, 9.73746585347e-06, 1.88381428263e-05, 0.0, 0.0, 0.0
903.367201379, 5.69714018802e-06, 9.7405547486e-06, 1.87297169774e-05, 0.0, 0.0, 0.0
903.595670576, 5.69738966188e-06, 9.74366057987e-06, 1.86222939958e-05, 0.0, 0.0, 0.0
903.824139772, 5.69764836148e-06, 9.74678334093e-06, 1.85158614183e-05, 0.0, 0.0, 0.0
904.052608968, 5.69791627058e-06, 9.74992302561e-06, 1.84104069753e-05, 0.0, 0.0, 0.0
904.281078164, 5.69819337303e-06, 9.75307962791e-06, 1.83059185866e-05, 0.0, 0.0, 0.0
904.50954736, 5.69847965281e-06, 9.75625314196e-06, 1.82023843583e-05, 0.0, 0.0, 0.0
904.738016556, 5.69877509399e-06, 9.75944356207e-06, 1.80997925791e-05, 0.0, 0.0, 0.0
904.966485752, 5.69907968076e-06, 9.76265088272e-06, 1.79981317172e-05, 0.0, 0.0, 0.0
905.194954948, 5.69939339742e-06, 9.76587509852e-06, 1.78973904169e-05, 0.0, 0.0, 0.0
905.423424144, 5.69971622835e-06, 9.76911620426e-06, 1.77975574952e-05, 0.0, 0.0, 0.0
905.65189334, 5.70004815806e-06, 9.77237419489e-06, 1.76986219391e-05, 0.0, 0.0, 0.0
905.880362537, 5.70038917116e-06, 9.77564906549e-06, 1.7600572902e-05, 0.0, 0.0, 0.0
906.108831733, 5.70073925237e-06, 9.77894081132e-06, 1.75033997011e-05, 0.0, 0.0, 0.0
906.337300929, 5.70109838651e-06, 9.7822494278e-06, 1.7407091814e-05, 0.0, 0.0, 0.0
906.565770125, 5.70146655848e-06, 9.78557491049e-06, 1.73116388765e-05, 0.0, 0.0, 0.0
906.794239321, 5.70184375333e-06, 9.78891725511e-06, 1.72170306789e-05, 0.0, 0.0, 0.0
907.022708517, 5.70222995617e-06, 9.79227645754e-06, 1.7123257164e-05, 0.0, 0.0, 0.0
907.251177713, 5.70262515224e-06, 9.79565251381e-06, 1.7030308424e-05, 0.0, 0.0, 0.0
907.479646909, 5.70302932686e-06, 9.7990454201e-06, 1.69381746977e-05, 0.0, 0.0, 0.0
907.708116105, 5.70344246546e-06, 9.80245517274e-06, 1.68468463684e-05, 0.0, 0.0, 0.0
907.936585301, 5.70386455358e-06, 9.80588176823e-06, 1.67563139609e-05, 0.0, 0.0, 0.0
908.165054498, 5.70429557685e-06, 9.80932520321e-06, 1.6666568139e-05, 0.0, 0.0, 0.0
908.393523694, 5.70473552099e-06, 9.81278547446e-06, 1.65775997036e-05, 0.0, 0.0, 0.0
908.62199289, 5.70518437183e-06, 9.81626257894e-06, 1.64893995895e-05, 0.0, 0.0, 0.0
908.850462086, 5.70564211531e-06, 9.81975651373e-06, 1.64019588637e-05, 0.0, 0.0, 0.0
909.078931282, 5.70610873744e-06, 9.82326727608e-06, 1.63152687229e-05, 0.0, 0.0, 0.0
909.307400478, 5.70658422434e-06, 9.82679486338e-06, 1.6229320491e-05, 0.0, 0.0, 0.0
909.535869674, 5.70706856225e-06, 9.83033927317e-06, 1.61441056174e-05, 0.0, 0.0, 0.0
909.76433887, 5.70756173746e-06, 9.83390050314e-06, 1.60596156743e-05, 0.0, 0.0, 0.0
909.992808066, 5.70806373639e-06, 9.83747855114e-06, 1.59758423549e-05, 0.0, 0.0, 0.0
910.221277262, 5.70857454555e-06, 9.84107341515e-06, 1.58927774713e-05, 0.0, 0.0, 0.0
910.449746459, 5.70909415154e-06, 9.8446850933e-06, 1.58104129524e-05, 0.0, 0.0, 0.0
910.678215655, 5.70962254104e-06, 9.84831358388e-06, 1.57287408419e-05, 0.0, 0.0, 0.0
910.906684851, 5.71015970086e-06, 9.85195888531e-06, 1.56477532963e-05, 0.0, 0.0, 0.0
911.135154047, 5.71070561786e-06, 9.85562099616e-06, 1.55674425832e-05, 0.0, 0.0, 0.0
911.363623243, 5.71126027904e-06, 9.85929991516e-06, 1.54878010792e-05, 0.0, 0.0, 0.0
911.592092439, 5.71182367144e-06, 9.86299564116e-06, 1.5408821268e-05, 0.0, 0.0, 0.0
911.820561635, 5.71239578223e-06, 9.86670817318e-06, 1.5330495739e-05, 0.0, 0.0, 0.0
912.049030831, 5.71297659867e-06, 9.87043751037e-06, 1.5252817185e-05, 0.0, 0.0, 0.0
912.277500027, 5.71356610809e-06, 9.87418365202e-06, 1.51757784008e-05, 0.0, 0.0, 0.0
912.505969223, 5.71416429793e-06, 9.87794659758e-06, 1.50993722814e-05, 0.0, 0.0, 0.0
912.73443842, 5.7147711557e-06, 9.88172634663e-06, 1.50235918205e-05, 0.0, 0.0, 0.0
912.962907616, 5.71538666902e-06, 9.88552289889e-06, 1.49484301086e-05, 0.0, 0.0, 0.0
913.191376812, 5.71601082559e-06, 9.88933625424e-06, 1.48738803314e-05, 0.0, 0.0, 0.0
913.419846008, 5.7166436132e-06, 9.89316641268e-06, 1.47999357685e-05, 0.0, 0.0, 0.0
913.648315204, 5.71728501973e-06, 9.89701337436e-06, 1.47265897916e-05, 0.0, 0.0, 0.0
913.8767844, 5.71793503314e-06, 9.90087713958e-06, 1.46538358631e-05, 0.0, 0.0, 0.0
914.105253596, 5.71859364149e-06, 9.90475770877e-06, 1.45816675346e-05, 0.0, 0.0, 0.0
914.333722792, 5.71926083292e-06, 9.90865508251e-06, 1.45100784455e-05, 0.0, 0.0, 0.0
914.562191988, 5.71993659565e-06, 9.9125692615e-06, 1.44390623214e-05, 0.0, 0.0, 0.0
914.790661184, 5.72062091799e-06, 9.9165002466e-06, 1.43686129728e-05, 0.0, 0.0, 0.0
915.019130381, 5.72131378836e-06, 9.92044803881e-06, 1.42987242939e-05, 0.0, 0.0, 0.0
915.247599577, 5.72201519522e-06, 9.92441263926e-06, 1.42293902609e-05, 0.0, 0.0, 0.0
915.476068773, 5.72272512716e-06, 9.92839404921e-06, 1.41606049308e-05, 0.0, 0.0, 0.0
915.704537969, 5.72344357282e-06, 9.93239227008e-06, 1.40923624404e-05, 0.0, 0.0, 0.0
915.933007165, 5.72417052095e-06, 9.93640730341e-06, 1.40246570047e-05, 0.0, 0.0, 0.0
916.161476361, 5.72490596036e-06, 9.94043915088e-06, 1.39574829156e-05, 0.0, 0.0, 0.0
916.389945557, 5.72564987996e-06, 9.94448781432e-06, 1.38908345408e-05, 0.0, 0.0, 0.0
916.618414753, 5.72640226874e-06, 9.94855329569e-06, 1.38247063229e-05, 0.0, 0.0, 0.0
916.846883949, 5.72716311577e-06, 9.95263559707e-06, 1.37590927775e-05, 0.0, 0.0, 0.0
917.075353145, 5.7279324102e-06, 9.95673472071e-06, 1.36939884928e-05, 0.0, 0.0, 0.0
917.303822342, 5.72871014127e-06, 9.96085066896e-06, 1.36293881279e-05, 0.0, 0.0, 0.0
917.532291538, 5.7294962983e-06, 9.96498344432e-06, 1.3565286412e-05, 0.0, 0.0, 0.0
917.760760734, 5.73029087067e-06, 9.96913304945e-06, 1.35016781431e-05, 0.0, 0.0, 0.0
917.98922993, 5.73109384788e-06, 9.9732994871e-06, 1.34385581871e-05, 0.0, 0.0, 0.0
918.217699126, 5.73190521947e-06, 9.97748276019e-06, 1.33759214767e-05, 0.0, 0.0, 0.0
918.446168322, 5.73272497509e-06, 9.98168287175e-06, 1.33137630102e-05, 0.0, 0.0, 0.0
918.674637518, 5.73355310445e-06, 9.98589982497e-06, 1.32520778507e-05, 0.0, 0.0, 0.0
918.903106714, 5.73438959735e-06, 9.99013362315e-06, 1.31908611249e-05, 0.0, 0.0, 0.0
919.13157591, 5.73523444367e-06, 9.99438426973e-06, 1.31301080223e-05, 0.0, 0.0, 0.0
919.360045106, 5.73608763336e-06, 9.9986517683e-06, 1.30698137942e-05, 0.0, 0.0, 0.0
919.588514303, 5.73694915645e-06, 1.00029361225e-05, 1.30099737526e-05, 0.0, 0.0, 0.0
919.816983499, 5.73781900305e-06, 1.00072373363e-05, 1.29505832693e-05, 0.0, 0.0, 0.0
920.045452695, 5.73869716335e-06, 1.00115554136e-05, 1.28916377752e-05, 0.0, 0.0, 0.0
920.273921891, 5.73958362761e-06, 1.00158903585e-05, 1.28331327592e-05, 0.0, 0.0, 0.0
920.502391087, 5.74047838617e-06, 1.00202421753e-05, 1.27750637674e-05, 0.0, 0.0, 0.0
920.730860283, 5.74138142946e-06, 1.00246108682e-05, 1.27174264021e-05, 0.0, 0.0, 0.0
920.959329479, 5.74229274796e-06, 1.00289964419e-05, 1.26602163212e-05, 0.0, 0.0, 0.0
921.187798675, 5.74321233224e-06, 1.00333989009e-05, 1.2603429237e-05, 0.0, 0.0, 0.0
921.416267871, 5.74414017295e-06, 1.00378182501e-05, 1.25470609158e-05, 0.0, 0.0, 0.0
921.644737067, 5.74507626081e-06, 1.00422544942e-05, 1.24911071768e-05, 0.0, 0.0, 0.0
921.873206264, 5.7460205866e-06, 1.00467076384e-05, 1.24355638913e-05, 0.0, 0.0, 0.0
922.10167546, 5.74697314121e-06, 1.00511776877e-05, 1.23804269823e-05, 0.0, 0.0, 0.0
922.330144656, 5.74793391556e-06, 1.00556646475e-05, 1.2325692423e-05, 0.0, 0.0, 0.0
922.558613852, 5.74890290067e-06, 1.00601685232e-05, 1.22713562369e-05, 0.0, 0.0, 0.0
922.787083048, 5.74988008764e-06, 1.00646893203e-05, 1.22174144964e-05, 0.0, 0.0, 0.0
923.015552244, 5.75086546763e-06, 1.00692270444e-05, 1.21638633224e-05, 0.0, 0.0, 0.0
923.24402144, 5.75185903186e-06, 1.00737817015e-05, 1.21106988835e-05, 0.0, 0.0, 0.0
923.472490636, 5.75286077165e-06, 1.00783532974e-05, 1.20579173954e-05, 0.0, 0.0, 0.0
923.700959832, 5.75387067838e-06, 1.00829418381e-05, 1.20055151198e-05, 0.0, 0.0, 0.0
923.929429028, 5.75488874349e-06, 1.00875473299e-05, 1.19534883644e-05, 0.0, 0.0, 0.0
924.157898225, 5.7559149585e-06, 1.0092169779e-05, 1.19018334817e-05, 0.0, 0.0, 0.0
924.386367421, 5.75694931502e-06, 1.0096809192e-05, 1.18505468686e-05, 0.0, 0.0, 0.0
924.614836617, 5.7579918047e-06, 1.01014655753e-05, 1.17996249654e-05, 0.0, 0.0, 0.0
924.843305813, 5.75904241928e-06, 1.01061389357e-05, 1.17490642558e-05, 0.0, 0.0, 0.0
925.071775009, 5.76010115056e-06, 1.011082928e-05, 1.16988612657e-05, 0.0, 0.0, 0.0
925.300244205, 5.76116799042e-06, 1.01155366151e-05, 1.16490125628e-05, 0.0, 0.0, 0.0
925.528713401, 5.7622429308e-06, 1.01202609481e-05, 1.1599514756e-05, 0.0, 0.0, 0.0
925.757182597, 5.76332596371e-06, 1.01250022862e-05, 1.15503644949e-05, 0.0, 0.0, 0.0
925.985651793, 5.76441708124e-06, 1.01297606368e-05, 1.1501558469e-05, 0.0, 0.0, 0.0
926.214120989, 5.76551627554e-06, 1.01345360073e-05, 1.14530934073e-05, 0.0, 0.0, 0.0
926.442590186, 5.76662353882e-06, 1.01393284052e-05, 1.14049660777e-05, 0.0, 0.0, 0.0
926.671059382, 5.76773886338e-06, 1.01441378383e-05, 1.13571732864e-05, 0.0, 0.0, 0.0
926.899528578, 5.76886224156e-06, 1.01489643145e-05, 1.13097118774e-05, 0.0, 0.0, 0.0
927.127997774, 5.7699936658e-06, 1.01538078416e-05, 1.1262578732e-05, 0.0, 0.0, 0.0
927.35646697, 5.77113312857e-06, 1.01586684277e-05, 1.12157707681e-05, 0.0, 0.0, 0.0
927.584936166, 5.77228062245e-06, 1.01635460811e-05, 1.116928494e-05, 0.0, 0.0, 0.0
927.813405362, 5.77343614005e-06, 1.01684408101e-05, 1.11231182374e-05, 0.0, 0.0, 0.0
928.041874558, 5.77459967406e-06, 1.01733526231e-05, 1.10772676855e-05, 0.0, 0.0, 0.0
928.270343754, 5.77577121724e-06, 1.01782815288e-05, 1.10317303441e-05, 0.0, 0.0, 0.0
928.49881295, 5.77695076241e-06, 1.01832275357e-05, 1.09865033071e-05, 0.0, 0.0, 0.0
928.727282147, 5.77813830246e-06, 1.01881906529e-05, 1.09415837023e-05, 0.0, 0.0, 0.0
928.955751343, 5.77933383034e-06, 1.01931708891e-05, 1.08969686907e-05, 0.0, 0.0, 0.0
929.184220539, 5.78053733908e-06, 1.01981682536e-05, 1.08526554661e-05, 0.0, 0.0, 0.0
929.412689735, 5.78174882174e-06, 1.02031827554e-05, 1.08086412547e-05, 0.0, 0.0, 0.0
929.641158931, 5.7829682715e-06, 1.0208214404e-05, 1.07649233146e-05, 0.0, 0.0, 0.0
929.869628127, 5.78419568154e-06, 1.02132632087e-05, 1.07214989353e-05, 0.0, 0.0, 0.0
930.098097323, 5.78543104516e-06, 1.02183291791e-05, 1.06783654374e-05, 0.0, 0.0, 0.0
930.326566519, 5.78667435568e-06, 1.0223412325e-05, 1.06355201722e-05, 0.0, 0.0, 0.0
930.555035715, 5.78792560652e-06, 1.02285126561e-05, 1.05929605209e-05, 0.0, 0.0, 0.0
930.783504911, 5.78918479115e-06, 1.02336301824e-05, 1.05506838948e-05, 0.0, 0.0, 0.0
931.011974108, 5.79045190308e-06, 1.0238764914e-05, 1.05086877345e-05, 0.0, 0.0, 0.0
931.240443304, 5.79172693592e-06, 1.0243916861e-05, 1.04669695094e-05, 0.0, 0.0, 0.0
931.4689125, 5.79300988332e-06, 1.02490860337e-05, 1.04255267177e-05, 0.0, 0.0, 0.0
931.697381696, 5.79430073899e-06, 1.02542724426e-05, 1.03843568856e-05, 0.0, 0.0, 0.0
931.925850892, 5.79559949672e-06, 1.02594760983e-05, 1.03434575673e-05, 0.0, 0.0, 0.0
932.154320088, 5.79690615035e-06, 1.02646970113e-05, 1.03028263443e-05, 0.0, 0.0, 0.0
932.382789284, 5.79822069379e-06, 1.02699351926e-05, 1.02624608253e-05, 0.0, 0.0, 0.0
932.61125848, 5.79954312098e-06, 1.0275190653e-05, 1.02223586455e-05, 0.0, 0.0, 0.0
932.839727676, 5.80087342598e-06, 1.02804634035e-05, 1.01825174667e-05, 0.0, 0.0, 0.0
933.068196872, 5.80221160284e-06, 1.02857534554e-05, 1.01429349766e-05, 0.0, 0.0, 0.0
933.296666069, 5.80355764574e-06, 1.02910608198e-05, 1.01036088884e-05, 0.0, 0.0, 0.0
933.525135265, 5.80491154887e-06, 1.02963855083e-05, 1.00645369408e-05, 0.0, 0.0, 0.0
933.753604461, 5.8062733065e-06, 1.03017275324e-05, 1.00257168975e-05, 0.0, 0.0, 0.0
933.982073657, 5.80764291296e-06, 1.03070869036e-05, 9.98714654667e-06, 0.0, 0.0, 0.0
934.210542853, 5.80902036263e-06, 1.03124636338e-05, 9.94882370093e-06, 0.0, 0.0, 0.0
934.439012049, 5.81040564997e-06, 1.03178577349e-05, 9.91074619686e-06, 0.0, 0.0, 0.0
934.667481245, 5.81179876948e-06, 1.03232692188e-05, 9.87291189474e-06, 0.0, 0.0, 0.0
934.895950441, 5.81319971573e-06, 1.03286980977e-05, 9.83531867821e-06, 0.0, 0.0, 0.0
935.124419637, 5.81460848334e-06, 1.03341443839e-05, 9.79796445397e-06, 0.0, 0.0, 0.0
935.352888833, 5.81602506699e-06, 1.03396080897e-05, 9.7608471515e-06, 0.0, 0.0, 0.0
935.58135803, 5.81744946142e-06, 1.03450892276e-05, 9.72396472274e-06, 0.0, 0.0, 0.0
935.809827226, 5.81888166144e-06, 1.03505878103e-05, 9.68731514183e-06, 0.0, 0.0, 0.0
936.038296422, 5.8203216619e-06, 1.03561038505e-05, 9.65089640477e-06, 0.0, 0.0, 0.0
936.266765618, 5.82176945772e-06, 1.0361637361e-05, 9.61470652917e-06, 0.0, 0.0, 0.0
936.495234814, 5.82322504388e-06, 1.03671883548e-05, 9.57874355399e-06, 0.0, 0.0, 0.0
936.72370401, 5.82468841539e-06, 1.0372756845e-05, 9.54300553922e-06, 0.0, 0.0, 0.0
936.952173206, 5.82615956735e-06, 1.03783428449e-05, 9.50749056565e-06, 0.0, 0.0, 0.0
937.180642402, 5.8276384949e-06, 1.03839463677e-05, 9.47219673455e-06, 0.0, 0.0, 0.0
937.409111598, 5.82912519325e-06, 1.0389567427e-05, 9.43712216748e-06, 0.0, 0.0, 0.0
937.637580794, 5.83061965766e-06, 1.03952060362e-05, 9.40226500598e-06, 0.0, 0.0, 0.0
937.866049991, 5.83212188343e-06, 1.04008622092e-05, 9.36762341131e-06, 0.0, 0.0, 0.0
938.094519187, 5.83363186593e-06, 1.04065359598e-05, 9.33319556425e-06, 0.0, 0.0, 0.0
938.322988383, 5.83514960061e-06, 1.04122273018e-05, 9.2989796648e-06, 0.0, 0.0, 0.0
938.551457579, 5.83667508293e-06, 1.04179362493e-05, 9.26497393194e-06, 0.0, 0.0, 0.0
938.779926775, 5.83820830843e-06, 1.04236628165e-05, 9.23117660344e-06, 0.0, 0.0, 0.0
939.008395971, 5.83974927271e-06, 1.04294070178e-05, 9.19758593556e-06, 0.0, 0.0, 0.0
939.236865167, 5.84129797142e-06, 1.04351688675e-05, 9.16420020285e-06, 0.0, 0.0, 0.0
939.465334363, 5.84285440025e-06, 1.04409483801e-05, 9.13101769794e-06, 0.0, 0.0, 0.0
939.693803559, 5.84441855498e-06, 1.04467455704e-05, 9.09803673125e-06, 0.0, 0.0, 0.0
939.922272755, 5.8459904314e-06, 1.04525604531e-05, 9.06525563084e-06, 0.0, 0.0, 0.0
940.150741952, 5.8475700254e-06, 1.04583930431e-05, 9.03267274214e-06, 0.0, 0.0, 0.0
940.379211148, 5.84915733288e-06, 1.04642433554e-05, 9.00028642774e-06, 0.0, 0.0, 0.0
940.607680344, 5.85075234983e-06, 1.04701114052e-05, 8.96809506721e-06, 0.0, 0.0, 0.0
940.83614954, 5.85235507227e-06, 1.04759972077e-05, 8.93609705684e-06, 0.0, 0.0, 0.0
941.064618736, 5.85396549629e-06, 1.04819007783e-05, 8.90429080949e-06, 0.0, 0.0, 0.0
941.293087932, 5.85558361803e-06, 1.04878221324e-05, 8.87267475431e-06, 0.0, 0.0, 0.0
941.521557128, 5.85720943367e-06, 1.04937612858e-05, 8.84124733662e-06, 0.0, 0.0, 0.0
941.750026324, 5.85884293946e-06, 1.04997182542e-05, 8.81000701766e-06, 0.0, 0.0, 0.0
941.97849552, 5.8604841317e-06, 1.05056930533e-05, 8.7789522744e-06, 0.0, 0.0, 0.0
942.206964716, 5.86213300673e-06, 1.05116856992e-05, 8.74808159936e-06, 0.0, 0.0, 0.0
942.435433913, 5.86378956096e-06, 1.0517696208e-05, 8.71739350043e-06, 0.0, 0.0, 0.0
942.663903109, 5.86545379084e-06, 1.05237245959e-05, 8.68688650065e-06, 0.0, 0.0, 0.0
942.892372305, 5.86712569287e-06, 1.05297708792e-05, 8.65655913804e-06, 0.0, 0.0, 0.0
943.120841501, 5.86880526363e-06, 1.05358350743e-05, 8.62640996543e-06, 0.0, 0.0, 0.0
943.349310697, 5.87049249971e-06, 1.0541917198e-05, 8.59643755027e-06, 0.0, 0.0, 0.0
943.577779893, 5.87218739778e-06, 1.05480172667e-05, 8.56664047445e-06, 0.0, 0.0, 0.0
943.806249089, 5.87388995456e-06, 1.05541352974e-05, 8.53701733413e-06, 0.0, 0.0, 0.0
944.034718285, 5.8756001668e-06, 1.0560271307e-05, 8.50756673957e-06, 0.0, 0.0, 0.0
944.263187481, 5.87731803134e-06, 1.05664253125e-05, 8.47828731494e-06, 0.0, 0.0, 0.0
944.491656677, 5.87904354503e-06, 1.05725973311e-05, 8.4491776982e-06, 0.0, 0.0, 0.0
944.720125874, 5.8807767048e-06, 1.05787873801e-05, 8.42023654089e-06, 0.0, 0.0, 0.0
944.94859507, 5.88251750762e-06, 1.05849954769e-05, 8.39146250797e-06, 0.0, 0.0, 0.0
945.177064266, 5.8842659505e-06, 1.0591221639e-05, 8.36285427769e-06, 0.0, 0.0, 0.0
945.405533462, 5.88602203052e-06, 1.05974658841e-05, 8.33441054141e-06, 0.0, 0.0, 0.0
945.634002658, 5.88778574481e-06, 1.060372823e-05, 8.30613000344e-06, 0.0, 0.0, 0.0
945.862471854, 5.88955709052e-06, 1.06100086945e-05, 8.2780113809e-06, 0.0, 0.0, 0.0
946.09094105, 5.8913360649e-06, 1.06163072956e-05, 8.25005340357e-06, 0.0, 0.0, 0.0
946.319410246, 5.8931226652e-06, 1.06226240515e-05, 8.22225481371e-06, 0.0, 0.0, 0.0
946.547879442, 5.89491688875e-06, 1.06289589805e-05, 8.19461436596e-06, 0.0, 0.0, 0.0
946.776348638, 5.89671873293e-06, 1.06353121008e-05, 8.16713082715e-06, 0.0, 0.0, 0.0
947.004817835, 5.89852819515e-06, 1.0641683431e-05, 8.13980297619e-06, 0.0, 0.0, 0.0
947.233287031, 5.90034527288e-06, 1.06480729897e-05, 8.11262960391e-06, 0.0, 0.0, 0.0
947.461756227, 5.90216996365e-06, 1.06544807956e-05, 8.08560951292e-06, 0.0, 0.0, 0.0
947.690225423, 5.90400226502e-06, 1.06609068676e-05, 8.05874151749e-06, 0.0, 0.0, 0.0
947.918694619, 5.90584217461e-06, 1.06673512246e-05, 8.03202444339e-06, 0.0, 0.0, 0.0
948.147163815, 5.90768969009e-06, 1.06738138858e-05, 8.00545712776e-06, 0.0, 0.0, 0.0
948.375633011, 5.90954480918e-06, 1.06802948702e-05, 7.97903841901e-06, 0.0, 0.0, 0.0
948.604102207, 5.91140752963e-06, 1.06867941973e-05, 7.95276717665e-06, 0.0, 0.0, 0.0
948.832571403, 5.91327784926e-06, 1.06933118866e-05, 7.92664227117e-06, 0.0, 0.0, 0.0
949.061040599, 5.91515576592e-06, 1.06998479575e-05, 7.90066258393e-06, 0.0, 0.0, 0.0
949.289509796, 5.91704127754e-06, 1.07064024297e-05, 7.87482700701e-06, 0.0, 0.0, 0.0
949.517978992, 5.91893438206e-06, 1.07129753231e-05, 7.84913444313e-06, 0.0, 0.0, 0.0
949.746448188, 5.92083507748e-06, 1.07195666577e-05, 7.82358380547e-06, 0.0, 0.0, 0.0
949.974917384, 5.92274336187e-06, 1.07261764534e-05, 7.79817401759e-06, 0.0, 0.0, 0.0
950.20338658, 5.92465923332e-06, 1.07328047304e-05, 7.7729040133e-06, 0.0, 0.0, 0.0
950.431855776, 5.92658268997e-06, 1.0739451509e-05, 7.74777273654e-06, 0.0, 0.0, 0.0
950.660324972, 5.92851373003e-06, 1.07461168097e-05, 7.72277914126e-06, 0.0, 0.0, 0.0
950.888794168, 5.93045235172e-06, 1.07528006529e-05, 7.69792219134e-06, 0.0, 0.0, 0.0
951.117263364, 5.93239855335e-06, 1.07595030593e-05, 7.67320086043e-06, 0.0, 0.0, 0.0
951.34573256, 5.93435233324e-06, 1.07662240498e-05, 7.64861413185e-06, 0.0, 0.0, 0.0
951.574201757, 5.93631368978e-06, 1.07729636451e-05, 7.62416099852e-06, 0.0, 0.0, 0.0
951.802670953, 5.9382826214e-06, 1.07797218664e-05, 7.59984046279e-06, 0.0, 0.0, 0.0
952.031140149, 5.94025912657e-06, 1.07864987347e-05, 7.57565153641e-06, 0.0, 0.0, 0.0
952.259609345, 5.94224320381e-06, 1.07932942713e-05, 7.55159324033e-06, 0.0, 0.0, 0.0
